id,dish_name,ingredient_count,reason,ingredient_text
124863,驴打滚,6,没有可确定关联的基础原生食材,克黄豆粉，克糯米粉，克水，克白糖，适量豆沙，适量糖粉
124864,红烧排骨鹌鹑蛋,0,没有可确定关联的基础原生食材,排骨:700克，鹌鹑蛋:300克，料酒:半勺，冰糖:20粒，葱:6段，姜:3片，桂皮:适量，八角:几瓣，香叶:5片，生抽:半小勺，蚝油:半小勺，盐:适量
124865,炸豆腐乌冬面,6,没有可确定关联的基础原生食材,1包乌冬面，3块油炸豆腐，1勺味淋，1勺砂糖，1勺酱油，4g颗粒出汁，少许京葱s
124871,奶香馒头,4,没有可确定关联的基础原生食材,255克牛奶，10克糖（原方没加糖），400g中粉，4g酵母
124887,潮汕粉粿（超简单）,5,没有可确定关联的基础原生食材,500克木薯淀粉，250克玉米淀粉，50克玉米油，5克食用盐，460克开水
124888,八珍糕-健脾益气美容养颜,14,没有可确定关联的基础原生食材,12克党参（补中益气），12克白术（健脾益气），20克茯苓（补脾祛湿），30克薏仁（健脾利水），20克莲子肉（清心醒脾），20克芡实（补脾止泻），20克怀山药（健胃化痰），20克南杏仁（润大肠），1克陈皮（燥湿化痰），9克去籽山楂（消积化滞），40克粳米粉，40克糯米粉，37克糖，约180克温水
124899,心灵美萝卜,6,没有可确定关联的基础原生食材,3克糖，适量盐，适量生抽，适量花椒，适量香油，心灵美萝卜1个
124905,巧克力雪糕,5,没有可确定关联的基础原生食材,200克牛奶，50克淡奶油，65克巧克力，两个大号（约40克）蛋黄，20克细砂糖
124917,林妈妈的糖醋小排,9,没有可确定关联的基础原生食材,一斤排骨，一大块冰糖，一小勺红糖，两勺食油，一勺料酒，一勺白醋，一勺镇江醋，一勺老抽，一勺生抽
124921,荷叶薏仁茶（养生壶版）,4,没有可确定关联的基础原生食材,50g山楂，50g荷叶，100g薏仁，10g甘草
124927,熬猪油小美版,3,没有可确定关联的基础原生食材,500克板油，2克盐，密封盒
124931,雪球山楂,4,没有可确定关联的基础原生食材,500g山楂，适量（盖过白糖）水，180g（也不一定很多或者很少=^_^=按照自己口味）白糖，一小半勺（一点点就好=^_^=可有可无）白醋
124942,小兔子慕斯,6,没有可确定关联的基础原生食材,87克奶油奶酪，48克细砂糖，85克酸奶，5克吉利丁片，48克淡奶油，5克柠檬汁
124943,超级香甜的古法冬瓜茶,2,没有可确定关联的基础原生食材,1整个芋香冬瓜，400-500g台湾黑糖
124949,可以减肥的超级暄软牛奶馒头,5,没有可确定关联的基础原生食材,500克高筋面粉，240ml牛奶，15克低热量代糖，5克酵母粉，1勺猪油
124952,短棍面包,7,没有可确定关联的基础原生食材,300g高筋粉，190g水，4g盐，30g白砂糖，12g奶粉，4g干酵母，18g黄油
124957,微波炉加热大肉粽,1,没有可确定关联的基础原生食材,1个粽子
124959,田螺姑娘的蛋汁大虾🥚🦐,1,没有可确定关联的基础原生食材,见田螺姑娘公号
124962,南瓜奶香意面,4,没有可确定关联的基础原生食材,没称，差不多得了南瓜，几滴橄榄油，一人份意大利面，100克牛奶
124971,绿豆脱皮方法ヽ(´o｀；锻炼耐心的修行,4,没有可确定关联的基础原生食材,适量    我的是400g绿豆，适量开水，若干盆，一只饭勺，一把  我用的豆浆筛筛子
124979,星空鸡尾酒,9,没有可确定关联的基础原生食材,16朵蝶豆花，50热水，30君度，30朗姆，20果糖，15柠檬汁，牙签粘一点金银翻糖粉，蜂蜜，白糖
124983,早餐腰果酱,1,没有可确定关联的基础原生食材,2 cups腰果，盐少许 (可不加)
124985,挥霍（奶粉）（葛根粉）必看，草莓藕粉糖糕（桂花藕粉糖糕变身啦！）,5,没有可确定关联的基础原生食材,一袋 40g左右藕粉或葛根粉，适量奶粉，60克糯米粉，20克白糖，适量草莓酱
124986,窝头,3,没有可确定关联的基础原生食材,玉米面，小米面，黄豆面
124993,糖艺天鹅,1,没有可确定关联的基础原生食材,克艾素糖（珊瑚糖）
124994,山楂蜜饯,2,没有可确定关联的基础原生食材,随意山楂，按个人口味增减冰糖
124997,清爽小菜,2,没有可确定关联的基础原生食材,香油花椒，盐
124999,玉米发糕,7,没有可确定关联的基础原生食材,100克玉米面，300克普通面粉，5克酵母，1个或2个都可鸡蛋，15克（可选）白糖，适量牛奶＋水，适量红枣或葡萄干，1个8寸蛋糕模具
125007,乳酸菌饮品故事|乳酸奶霜|有故事的产品,4,没有可确定关联的基础原生食材,200ml牛奶，80ml乳酸菌，60g白砂糖，20g海盐奶盖粉
125013,属于下雨天的抹茶奶油沙冰,7,没有可确定关联的基础原生食材,150ml牛奶，15g奶粉，5g抹茶粉，15g糖粉，适量冰块，10g糖，100ml淡奶油
125018,玫瑰花馒头,5,没有可确定关联的基础原生食材,中筋面粉100g，酵母1.5g，水60g，南瓜粉20g，白砂糖10g
125027,宝宝快手营养餐,1,没有可确定关联的基础原生食材,虾
125033,自制酸奶（我是柴太太）,4,没有可确定关联的基础原生食材,15勺奶粉，500ml温水，1包发酵粉，适量白糖或者冰糖
125039,酥香可爱的桃花小饼干 | 一口一个春天的气息,9,没有可确定关联的基础原生食材,花瓣的制作，120g黄油，65g绵白糖，60g全蛋液，230g低筋面粉，3到4滴粉红色食用色素，花芯的制作材料，少许蛋黄液，少许熟黑芝麻
125043,酸甜杏子酱,3,没有可确定关联的基础原生食材,杏子，糖，水
125044,芝士奶油草莓雪糕,4,没有可确定关联的基础原生食材,100克淡奶油（非植物），30克奶油奶酪（或者希腊酸奶），100克冻草莓（切块再冻），1根冻香蕉（切块儿再冻）
125048,甜滋滋粉红小布丁,5,没有可确定关联的基础原生食材,3勺白糖，1份(1份等于1个水蜜桃)水蜜桃肉(小丁)，2个水蜜桃的皮水蜜桃果皮，一包白凉粉/吉利丁，水
125049,懒人烤肉松土司,3,没有可确定关联的基础原生食材,土司，丘比沙拉酱，肉松
125057,秋日私语之甘薯吐司,9,没有可确定关联的基础原生食材,155克水，250克高筋粉，15克蜂蜜，15克糖，12克奶粉，4克盐，3克酵母，20克黄油，50克新鲜甘薯
125058,奥利奥牛奶麻薯,4,没有可确定关联的基础原生食材,1小包奥利奥，200克牛奶，20克细砂糖，15～20克木薯淀粉
125059,多谷物椰油挤挤包,9,没有可确定关联的基础原生食材,400克多谷物高粉，32克椰油，53克全蛋液，215克牛奶，48克细砂糖，8克盐，4.8克耐高糖酵母(干)，2个不粘模具，一点点椰油刷表面
125061,潮汕肉卷,6,没有可确定关联的基础原生食材,一条潮汕肉卷，半勺海天黄豆酱，适量淀粉(勾芡)，1勺生抽，1勺蚝油，少许盐，1勺【没有就改成放糖就ok了】奥尔良粉【因为上次做鸡剩下的，不能浪费，就加了一点】
125075,玉米面窝窝头,5,没有可确定关联的基础原生食材,克玉米面，克面粉，克水，克酵母，克糖，做酵母水用
125076,冰糖桂花黄酒,2,没有可确定关联的基础原生食材,20克桂花，1000克房县黄酒12℃，适量冰糖
125079,自制艾草青团,9,没有可确定关联的基础原生食材,400克粘米粉，100克糯米粉，10克白砂糖，少许（可不加）蜂蜜，少许盐，90g-100克艾草，淀粉水（可不加）             食用碱（可不加，不加的话，艾草颜色可能没那么绿，不影响食用），少许（刷表面）玉米油，240克（我另外加了5g炒熟的黑芝麻，没有可以不加）豆沙馅
125084,酸梅汤,10,没有可确定关联的基础原生食材,10颗（药房有卖）乌梅，适量山楂，适量甘草，适量陈皮，适量冰糖，可代替冰糖蜂蜜，可放可不放桂花，瓶装矿泉水水，1个养生壶，可自制纱布包
125089,烤箱版烤鸡翅,8,没有可确定关联的基础原生食材,鸡整翅，蒜粉，姜粉，黑胡椒粉，盐，酱油，香油，蜂蜜
125096,酸奶辫子包,9,没有可确定关联的基础原生食材,300g金像高筋面粉，适量马苏里拉芝士，3g酵母，150g大亨酸奶一杯（浓稠型），20g水（溶解酵母），55g糖，2g盐，适量葡萄干，50g黄油
125097,燕麦饼干,6,没有可确定关联的基础原生食材,50g麦芽糖浆，60g燕麦片，60g低粉，20g椰蓉，60g玉米油，20g糖
125098,千层糕-马蹄粉,3,没有可确定关联的基础原生食材,马蹄粉一盒250，分成100克和剩下一部分。，黑片糖4条 共350g，椰浆1罐400ml，水350+350+300ml，准备两个一样大的汤勺子，一个捞小黄，另一个捞小白，每层都各两勺。
125114,上汤豆苗,1,没有可确定关联的基础原生食材,500克豆苗
125123,汤圆（肉馅、芝麻馅）,9,没有可确定关联的基础原生食材,1000克水磨糯米粉，500克肉末（2：8肥瘦），3大勺生抽，1大勺老抽，5克盐，一大碗葱姜蒜水，120克芝麻粉，80克猪油，65克白砂糖
125129,冬瓜干排骨汤,2,没有可确定关联的基础原生食材,少许冬瓜干，1斤排骨
125130,凉拌香椿苗,1,没有可确定关联的基础原生食材,香椿苗
125134,远方的家-新疆美食,2,没有可确定关联的基础原生食材,特色美食与食材，新疆普通家庭饮食
125138,蒸米糕,5,没有可确定关联的基础原生食材,200克牛奶，150克米粉，60克白糖，3克酵母，1克泡打粉
125140,炒豆皮,2,没有可确定关联的基础原生食材,适量豆皮，适量牛肉配菜
125146,柴犬汤圆,5,没有可确定关联的基础原生食材,100g糯米粉，10g可可粉，200ml水，5g红糖，20g玉米淀粉
125147,8寸莫斯利安酸奶戚风,4,没有可确定关联的基础原生食材,蛋黄组：，4枚1.蛋黄，40克2.植物油，80--100克3.莫斯利安酸奶，100克4.低粉，蛋白组：，4枚1.蛋白，几滴2.白醋，60克3.绵白糖
125148,Q弹包子（皮）,5,没有可确定关联的基础原生食材,255g面粉，110g水，4g酵母，3g糖，5g油
125151,柿饼形成记,1,没有可确定关联的基础原生食材,个柿子
125156,台式卤豆干,5,没有可确定关联的基础原生食材,个八角3，豆干1斤半，一碗八分满的油，一碗八分满的酱油，一碗四分满的冰糖
125163,巧克力慕斯杯,8,没有可确定关联的基础原生食材,50克黑巧克力，50克牛奶，25克细砂糖，50克淡奶油，1.5克吉利丁片，3片消化饼干，适量酒糖液，少许可可粉
125164,迷你豆浆机的N种做法【持续更新】,1,没有可确定关联的基础原生食材,#详见步骤
125175,速冻生煎包,3,没有可确定关联的基础原生食材,4个速冻包子，勺橄榄油，适量熟芝麻
125176,美国名店汉堡：SHAKE SHACK招牌汉堡,15,没有可确定关联的基础原生食材,1/3杯(78ml)蛋黄酱，2茶匙(9.9ml)番茄酱，1茶匙(4.9ml)黄芥末酱，2片，外加1茶匙汤腌黄瓜脆片，一小撮糖，一小撮卡宴辣椒粉(cayenne)，1磅(454g)牛肉馅(肩颈肉，8成瘦肉)，2大勺(30ml)无盐黄油，4个汉堡面包，1大勺(15ml)植物油，适量犹太盐，适量现磨黑胡椒粉，4片美国芝士，8薄片切片的番茄，4片叶子生菜
125183,港式奶茶——一次用掉一整罐黑白淡奶,4,没有可确定关联的基础原生食材,一罐 380ml黑白淡奶，10包红茶包，65g细砂糖，1300ml水
125184,初冬第一根糖葫芦🍡,4,没有可确定关联的基础原生食材,山楂，竹签，水，白糖
125193,面包糠,1,没有可确定关联的基础原生食材,450g吐司
125196,鱿鱼丝虾米面,7,没有可确定关联的基础原生食材,2块面饼，20克虾米，15克鱿鱼丝，2个海兔子，少许盐，少许香油，少许花生酱
125197,巨简单南乳包菜丝！,2,没有可确定关联的基础原生食材,半个包菜，4大勺南乳汁
125207,牛奶豆腐,4,没有可确定关联的基础原生食材,250ml牛奶，100ml淡奶油，40g糖，40g玉米淀粉
125216,马卡龙夹馅 之 情人节 会心跳的心形马卡龙 巧克力跳跳糖 | 小马课堂12,5,没有可确定关联的基础原生食材,64g66%黑巧克力，10g黄油，44g奶油，4.5g跳跳糖，30g巧克力（黑巧或牛巧）
125218,超市里的豆沙小面包,5,没有可确定关联的基础原生食材,馅料部分:豆沙馅一袋，外皮部分:高筋粉250克，鸡蛋一个大约50克，黄油25克，盐3克，酵母两克，糖30克，温水110克
125220,自制水咸梅,0,没有可确定关联的基础原生食材,粗盐8斤青梅24斤
125231,减脂 减肥 椰子油全麦豆沙包 赤小豆 红豆 简单方便 学生 一人食宿舍,4,没有可确定关联的基础原生食材,一只洗干净了的手，30克左右赤小豆/红豆，8、90g好像是全麦粉，适量（只需要1、、 我的厨房称都显示不出来）酵母，三分之一勺椰子油
125249,香炒鱼面鱼丸,1,没有可确定关联的基础原生食材,如下
125250,冰冰甜甜-冷泡茉莉花茶,2,没有可确定关联的基础原生食材,3小把茉莉花茶，1瓶柱状1.5L矿泉水，冰箱冷藏室，超过8小时时间
125251,花样馒头（二）——卡通馒头,3,没有可确定关联的基础原生食材,300克面粉，3克酵母，150克一个鸡蛋＋牛奶（或水）
125253,减肥零食—香蕉坚果麦片饼,3,没有可确定关联的基础原生食材,1个熟香蕉，0.5杯即食燕麦，2勺坚果碎(推荐核桃)
125256,大列巴保存法,1,没有可确定关联的基础原生食材,1个大列巴
125262,烤箱烤剩饺子 方便简单 省油 不糊不焦,2,没有可确定关联的基础原生食材,适量剩饺子，适量油
125263,糖熏排骨,5,没有可确定关联的基础原生食材,500克排骨，100克白砂糖，适量葱姜八角，适量盐，1勺料酒
125280,三时三餐记录,2,没有可确定关联的基础原生食材,水果，饮品
125282,山楂糕,2,没有可确定关联的基础原生食材,1000克鲜山楂，400～500克白砂糖
125287,【海苔田园苏打饼】—北鼎烤箱食谱,8,没有可确定关联的基础原生食材,130g中筋面粉，50g橄榄油，35g玉米淀粉，100g土豆泥，6g海苔粉，8g熟白芝麻，2g小苏打粉，2g盐
125289,黑胡椒孜然烤豬肋排,7,没有可确定关联的基础原生食材,適量連排豬肋排，調味料:，少許酒，多撒些現磨黑胡椒，適量孜然，適量烤肉醬(豬肉)，少許鮮醬油，少許鹽巴
125300,可可麻薯曲奇,10,没有可确定关联的基础原生食材,麻薯馅，50g普通糯米粉，15g玉米淀粉，100g牛奶，10g细砂糖，10g黄油，曲奇，125g低筋面粉，15g可可粉，30g全蛋液，50g （可按照自己口味适当增加或减少，建议上下幅度不超过10g）细砂糖，60g黄油
125311,【香兰世家】果蔬卡通馒头 | 超可爱的造型，萌化你的心~,17,没有可确定关联的基础原生食材,#白色面团，125克水，1克盐，2克酵母，2克玉米油，5克细砂糖，250克中粉，#绿色面团，125克水，1克盐，2克酵母，2克玉米油，5克细砂糖，240克中粉，10克菠菜粉，#紫色面团，130克水，1克盐，2克酵母，2克玉米油，5克细砂糖，235克中粉，15克紫薯粉，#红色面团，240克中粉，10克甜菜根粉，#黄色面团，230克中粉，20克南瓜粉，#棕色面团，240克中粉，10克可可粉，#红色、黄色、棕色面团其他材料和紫色面团一样
125312,黄花粑粑,5,没有可确定关联的基础原生食材,适量黄花，适量糯米粉，200克红糖，适量油，50克白糖
125315,爆米花,4,没有可确定关联的基础原生食材,1个平底锅（带盖子的），50g小玉米粒，40g白糖或砂糖，大概一汤匙食用油
125322,生姜汽水【MUJI食谱】,5,没有可确定关联的基础原生食材,50克生姜去皮，200克（书中250克）砂糖，450克纯净水，40克现榨柠檬汁，以上生姜酱食材可以做10-15杯
125328,盐渍樱观察日记,2,没有可确定关联的基础原生食材,盐渍樱，开水
125332,蛋糕（简易电饭锅版）,3,没有可确定关联的基础原生食材,面粉鸡蛋，牛奶糖，奶粉（可有可无）油
125334,咸菜炒豆腐干,8,没有可确定关联的基础原生食材,块豆干，勺生抽，勺香油，克盐，味极鲜酱油，绍兴老酒，咸菜，味精
125338,简单好吃的空气炸锅炸包子,2,没有可确定关联的基础原生食材,4个叉烧包，少量油
125344,快手零失败～芒果慕斯杯,5,没有可确定关联的基础原生食材,200克芒果果肉，200毫升纯牛奶，10克吉利丁粉，200克淡奶油，20克细砂糖
125348,咖喱酱&小银鱼,5,没有可确定关联的基础原生食材,31印度咖喱粉，12泰国咖喱娘惹口味，13湿红辣椒碎，34牛油/色拉油，1: 1 :1: 0.55椰蓉，蒜蓉，洋葱碎，姜沫，1:26花生酱。淡奶油，0.27十三香
125349,红糖鸡蛋花汤圆,6,没有可确定关联的基础原生食材,500克(看要做多少，不一定的)糯米粉，200克(个人口味)红糖，100克(看情况)沸水(揉面)，300克(看要煮多少个人，不一定)冷水(煮糖水)，两个无油无水的盘或盆，一个无油无水的碗
125359,肉炒酸豇豆,6,没有可确定关联的基础原生食材,600克酸豆角，50克肉丝，少许淀粉，2克盐，1勺生抽，微微味精
125360,释迦牛奶冻,3,没有可确定关联的基础原生食材,一个半（另半个太硬）释迦果，约300ml牛奶，5g吉利丁粉
125372,春天的梅干菜饼,3,没有可确定关联的基础原生食材,若干梅干菜，90g开水，175g面粉
125383,单饼,3,没有可确定关联的基础原生食材,适量面粉，适量冷热水，适量油
125387,锡纸焗生蚝,2,没有可确定关联的基础原生食材,一打生蚝，三大勺蒜蓉辣椒酱，若干生粉、油、盐
125390,锅盔,8,没有可确定关联的基础原生食材,300g普通面粉，150ml水，适量糖，适量盐，适量干肉末，适量胡椒粉，适量橄榄油，少量酵母
125392,糖醋樱桃小萝卜,4,没有可确定关联的基础原生食材,樱桃小萝卜（红白均可），糖，白醋，盐
125395,腌汁鸡柳,2,没有可确定关联的基础原生食材,鸡柳，油
125398,电饭锅葱油鸡,4,没有可确定关联的基础原生食材,克盐，鸡一只，葱姜，勺生抽，勺料酒
125402,给球球的简单菜—凉拌麻腐,1,没有可确定关联的基础原生食材,一盒麻腐
125411,浪漫玫瑰抹茶芝士蛋糕,12,没有可确定关联的基础原生食材,60克奶油奶酪，10克抹茶粉，45克细砂糖，15克吉利丁片，250毫升淡奶油，105毫升牛奶，55毫升清酒，适量蜜红豆，适量手指饼干，90克白巧克力，23克糖浆，适量食用色素
125412,玫瑰鲜花饼,11,没有可确定关联的基础原生食材,水油皮，135克中粉，10克细砂糖，60克纯净水，40克猪油，油酥，40克中粉，40克低粉，40克猪油，馅料，25克熟糯米粉，240克玫瑰花酱，30克花生半
125421,京酱肉丝,0,没有可确定关联的基础原生食材,"主料：猪里脊肉6两
配料：干豆腐、大葱、胡萝卜、黄瓜
调料：色拉油、甜面酱、蚝油、葱姜水，糖、料酒、生抽酱油，盐、味精、湿淀粉，胡椒粉、葱姜水。"
125423,香煎牛仔骨,1,没有可确定关联的基础原生食材,略
125426,夏日解暑饮品之草莓奶盖茶,4,没有可确定关联的基础原生食材,克绿茶150，克草莓泥30，克，克，克奶油20
125433,韩式豆沙裱花,2,没有可确定关联的基础原生食材,80g水性白豆沙，120g黄油
125434,日式烤饭团,5,没有可确定关联的基础原生食材,300克米饭，20克日式酱油（没有可用15克味极鲜代替），5克糖，30克海苔肉松，适量碎海苔沫（装饰用）
125447,性感豹纹面包,9,没有可确定关联的基础原生食材,300g高筋面粉，30g细砂糖，80g牛奶，100g水，3g盐，4g酵母，25g黄油，5g可可粉，3g红曲粉
125450,熔岩西多士,6,没有可确定关联的基础原生食材,150g牛奶，25g面粉，20g奶酪，15g淡味黄油，8g细砂糖，2片土司
125476,榴莲糕,8,没有可确定关联的基础原生食材,30g榴莲果肉，25g澄面，25g玉米淀粉，200g水，100g椰浆，60g糖，100g牛奶，30g淡奶油
125499,芝士蛋糕的饼干底,9,没有可确定关联的基础原生食材,20克玉米粉，80克低粉，1克泡打粉，1克小苏打，1克盐，15克糖，20克牛奶，55克黄油，5克玉米淀粉
125506,酸奶抹茶豆腐（不含淡奶油，不用搅拌机）,5,没有可确定关联的基础原生食材,200g内酯豆腐，100ml酸奶，4汤匙抹茶粉，6汤匙炼奶，1片吉利丁片
125509,最简单的香煎多春鱼,3,没有可确定关联的基础原生食材,多春鱼，油，盐
125529,香葱花卷儿,5,没有可确定关联的基础原生食材,12只份量(双层蒸锅)，12只量1、中筋面粉 ​      420g，12只量2、清水 ​              240g（根据自家面粉吸水量进行微调)，12只量3、盐                    2g（与酵母、砂糖隔开），12只量4、砂糖                10g(与酵母、盐隔开)，12只量5、酵母                4.2g，12只量6、玉米油            10g，提前准备馅料部分:，若干1、葱花若干(爽干水分再切，先与一点点小苏打拌匀，防止蒸熟后变深色)，适量2、玉米油适量，适量3、黑椒粒适量，少量4、盐少量，适量5、虾皮适量
125545,自制黑糖珍珠1,3,没有可确定关联的基础原生食材,45克黑糖，150克木薯淀粉，100克水
125562,酥皮苹果派,13,没有可确定关联的基础原生食材,"220克低筋粉，30克高筋粉，180克(裹入用)黄油，5克细砂糖，1.5克盐，40克(猪油)黄油，100克(我100克就有剩了,原配方是125克)水，3个苹果子，50克糖，5克玉米淀粉，（可不要）炼乳，（我没加）肉桂粉，适量（我没有加）拉姆酒，10克柠檬汁，5克黄油"
125566,一周不重样养生杂粮粥 | 收藏起来慢慢学,1,没有可确定关联的基础原生食材,根据食谱添加五谷杂粮
125568,🍓草莓牛奶🥛,4,没有可确定关联的基础原生食材,两盒牛奶🥛，适量草莓🍓，适量蜂蜜🍯，适量冰块❄️
125571,清蒸蝶鱼,6,没有可确定关联的基础原生食材,蝶鱼，料酒，盐，花椒，葱姜丝，蒸鱼豉油
125580,奶油南瓜汤,0,没有可确定关联的基础原生食材,200g主料：奶油南瓜汤，1片辅料：吐司面包丁
125581,黄瓜汁,1,没有可确定关联的基础原生食材,2跟黄瓜
125595,包饺子练习,2,没有可确定关联的基础原生食材,350克面粉两个人吃的话，水除以2
125600,低糖全麦贝果,7,没有可确定关联的基础原生食材,200克高筋面粉，50克全麦粉/黑麦粉，7.5克细砂糖，2克干酵母，110克不同的面粉吸水量不痛适当增减水，1000克煮糖水用料(水)，50克红糖/白糖/蜂蜜
125601,葱烧鲫鱼,2,没有可确定关联的基础原生食材,800克鱼，葱 酱 料酒
125602,红糖面包,6,没有可确定关联的基础原生食材,250克高粉，60克红糖粉，3克酵母，150克水，3.5克盐，25克黄油，适量刷面包用的黄油、红糖粉
125603,豆沙发面饼,5,没有可确定关联的基础原生食材,500克中粉（即普通面粉），5克干酵母，250克左右水，适量糖，适量豆沙
125615,爆炒苕尖,6,没有可确定关联的基础原生食材,苕尖一把，四颗蒜瓣切碎，生姜丝一点点，生抽，盐，耗油
125617,酱鸡爪,5,没有可确定关联的基础原生食材,个人选择鸡爪，根据鸡爪量而定利民香辣酱，根据鸡爪量而定孜然，少量葱姜蒜，三个八角
125618,西瓜皮果酱🍉,2,没有可确定关联的基础原生食材,半个西瓜的皮西瓜皮，适量克黄冰糖
125621,芒果酸奶慕斯新做法，简单漂亮，搅一搅，拌一拌，放一晚上可香了,4,没有可确定关联的基础原生食材,饼干底，饼干：90克，黄油：30克，慕斯部分，芒果层，酸奶：200克，芒果泥：200克，淡奶油：150克，糖粉：20克，吉利丁片：15克（3片），酸奶层，酸奶：200克，糖粉：15克，炼乳：15克，吉利丁片：1片
125630,烤箱版鸡柳,3,没有可确定关联的基础原生食材,5只鸡柳，一张锡纸，几克就行食用油
125651,香浓的纸包蛋糕,1,没有可确定关联的基础原生食材,材料：（12个量），蛋白 98克蛋黄 97克，细砂糖2： 37克细砂糖1： 18克，玉米淀粉 10克低粉 50克，黄油 35克
125656,儿子吃的【中药增高丸】,2,没有可确定关联的基础原生食材,蜂蜜，中药粉粉
125659,水果西米露,2,没有可确定关联的基础原生食材,小西米，火龙果，橙，车厘子，草莓，椰浆，牛奶，炼乳
125666,十七米🉐️空气炸锅 炸年糕粘白糖,3,没有可确定关联的基础原生食材,克日本年糕，勺橄榄油，白糖
125671,纯手工鲜制阿胶糕——烊化阿胶,2,没有可确定关联的基础原生食材,250克阿胶，500毫升黄酒
125682,果蔬沙拉,2,没有可确定关联的基础原生食材,沙拉酱，各种蔬菜
125687,黑芝麻糕，乌发养颜。做法超简单，一学就会,5,没有可确定关联的基础原生食材,70克熟黑芝麻，150克牛奶，60克糯米粉，40克木薯粉，30克白糖
125692,麻辣小龙虾尾,3,没有可确定关联的基础原生食材,虾尾600克，食用油适量，盐  味精 鸡精 白糖  花椒 干辣椒 葱 姜 蒜  孜然粉 十三香 生抽
125693,十分钟蒸出来的开胃糖醋鱼,1,没有可确定关联的基础原生食材,糖醋鱼
125694,瑜伽豆渣食谱/姜黄藜麦豆渣面包,9,没有可确定关联的基础原生食材,"紫糯米馅料：将紫糯米用电饭锅制熟，趁热加入红糖拌匀，放凉待用。

红糖量可根据自己口味增减，可尝试添加即可，小心别直接尝完喽～因为真的很好吃！，250克豆渣，250克全面粉，30克红糖，30克亚麻籽油，50克葡萄干，30克熟藜麦，2克盐，姜黄少许，克水，克盐"
125697,奥利奥雪媚娘,11,没有可确定关联的基础原生食材,雪媚娘皮，300g糯米粉，35g玉米淀粉，55g细砂糖，15g热水，200g牛奶，25g黄油，内馅，200g淡奶油，20g细砂糖，50g奥利奥饼干屑，50g备用糯米粉
125699,蜜汁烤排骨（烤箱版）,9,没有可确定关联的基础原生食材,500g排骨，一大匙排骨酱（李锦记），一小匙蚝油（李锦记），一大匙叉烧酱（李锦记），一小匙蜂蜜，少许水，少许姜蒜粉，少许罗勒粉（可省），一茶匙玉米淀粉
125706,Keto 生酮 黑芝麻核桃&焙茶 奇亚籽 软曲奇🍪饼,3,没有可确定关联的基础原生食材,干性材料，菊粉10g（可不加）1️⃣椰子面粉 30g+黄金亚麻籽粉 30g +洋车前子壳粉 5g+泡打粉 5g+赤藓糖醇 30g，湿性材料，（如果用无盐黄油+2g盐）2️⃣含盐 融化黄油 130g +蛋液 50g +香草精 3滴，两种口味，4️⃣自制 黑芝麻核桃粉40g-50g3️⃣焙茶3g+奇亚籽5g+10g椰蓉
125710,爆米花,4,没有可确定关联的基础原生食材,100克（3把）玉米粒，30克黄油或玉米油，60克糖，12克炼乳（可有可无）
125712,简单好做的奥利奥牛轧糖~~~好吃的不得了！！！,4,没有可确定关联的基础原生食材,40g黄油，100g雀巢甜奶粉，180g(一袋)棉花糖（无极岛最好），140g奥利奥饼干碎
125715,『胡闹厨房』虎皮青椒炒牛肉,6,没有可确定关联的基础原生食材,你喜欢青椒，你喜欢牛肉，你喜欢酱油，你喜欢生粉，你喜欢盐，你喜欢大蒜
125717,莲藕骨头汤,3,没有可确定关联的基础原生食材,节藕，克骨头，克盐
125720,超简单の小奶冻,4,没有可确定关联的基础原生食材,100克牛奶，15克细砂糖，3克吉利丁粉/吉利丁片，75克淡奶油（没有可替换成牛奶）
125726,手撕盐焗鸡,3,没有可确定关联的基础原生食材,1只鸡，半包盐焗鸡粉（个人觉得本地致美斋的好味道），适量麻油
125737,冰糖山楂,2,没有可确定关联的基础原生食材,30-40个山楂，60g冰糖
125745,卤大肠,1,没有可确定关联的基础原生食材,见下
125746,龟苓膏,4,没有可确定关联的基础原生食材,40克龟苓膏粉，190克冷水，800克开水，160克白糖
125747,彩色千层糕,0,没有可确定关联的基础原生食材,材料：椰浆200克、紫薯一个，一般大那种、红萝卜一个，和紫薯差不多大。      2、7碗水加糖100克搅拌，想要甜点放多点糖，依个人口味。3、把250克马蹄粉分成三份，其中有一份稍微多点，用来做白浆。
125748,红糖糍粑,3,没有可确定关联的基础原生食材,120克糯米粉，100克温水，3块黑糖
125753,红扒海参,3,没有可确定关联的基础原生食材,随意，泡发好的海参海参，适量淀粉、料酒一勺、生抽两勺、盐，焯水青菜，加香油、盐水里，可以使菜色更绿油油的好看菜胆，适量明油，适量煨汤
125756,麻糍的华丽变身,2,没有可确定关联的基础原生食材,青块或麻糍 一块（ 每年这个时候宁波到处都有买的，家乡的味道），食用油适量
125769,抹茶白巧酱,5,没有可确定关联的基础原生食材,200g白巧克力，13g无盐黄油，65g淡奶油(whipping cream)，25g植物油（或橄榄油），1茶匙（5ml）抹茶粉
125777,秀珍菇炒肉,5,没有可确定关联的基础原生食材,随便〔看着要〕五花肉，一盒〔超市买的〕秀珍菇，两个〔只是配颜色〕青椒，随便〔起锅用来调香〕葱蒜，一调羹妈妈牌辣椒面〔就是切碎了辣椒干〕
125783,香脆煎饼果子薄脆,4,没有可确定关联的基础原生食材,适量面粉，适量水，一丢丢盐，适量油
