id,name,ingredient_type,core_ingredient_id,category,subcategory,is_core_raw,is_edible,review_status,usage_count,reason,edible,water,energy_kcal,energy_kj,protein,fat,cho,dietary_fiber,cholesterol,ash,vitamin_a,carotene,retinol,thiamin,riboflavin,niacin,vitamin_c,vitamin_e,ca,p,k,na,mg,fe,zn,se,cu,mn,nutrition_source,nutrition_match,quality,category_source,tcm_user,tcm_not_user,effects_json,suitable_groups_json,unsuitable_groups_json,aliases_json,parent_core_ids_json,child_core_ids_json
3991,段葱段,other_food,,扩展食材,other_food,0,1,review,16,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""段葱段""]",[],[]
3992,段葱段白,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""段葱段白""]",[],[]
3993,段葱白,other_food,,扩展食材,other_food,0,1,review,22,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""段葱白""]",[],[]
3994,段葱花,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""段葱花""]",[],[]
3995,段藕,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""段藕""]",[],[]
3996,段香菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""段香菜""]",[],[]
3997,段香葱,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""段香葱""]",[],[]
3998,段鱼段,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""段鱼段""]",[],[]
3999,段黄瓜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""段黄瓜""]",[],[]
4000,每日坚果,processed,,扩展食材,processed,0,1,verified,2,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""每日坚果""]",[],[]
4001,每样来点葱姜蒜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""每样来点葱姜蒜""]",[],[]
4002,每种颜色三色彩椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""每种颜色三色彩椒""]",[],[]
4003,比平常炒菜多一些油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""比平常炒菜多一些油""]",[],[]
4004,比平时做饭多一点料酒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""比平时做饭多一点料酒""]",[],[]
4005,比平时多一点食油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""比平时多一点食油""]",[],[]
4006,比炒菜油量稍多一些食油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""比炒菜油量稍多一些食油""]",[],[]
4007,比目魚,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""比目魚""]",[],[]
4008,比虾仁多一点芹菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""比虾仁多一点芹菜""]",[],[]
4009,毛哥老鸭汤调料包,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛哥老鸭汤调料包""]",[],[]
4010,毛哥酸菜鱼料包,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛哥酸菜鱼料包""]",[],[]
4011,毛山药,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛山药""]",[],[]
4012,毛栗子,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛栗子""]",[],[]
4013,毛肚,other_food,,扩展食材,other_food,0,1,review,4,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛肚""]",[],[]
4014,毛芋艿,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛芋艿""]",[],[]
4015,毛蟹,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛蟹""]",[],[]
4016,毛豆/青豆/或者换成黄豆,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛豆/青豆/或者换成黄豆""]",[],[]
4017,毛豆仁,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛豆仁""]",[],[]
4018,毛豆去皮,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛豆去皮""]",[],[]
4019,毛豆子,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛豆子""]",[],[]
4020,毛豆米,other_food,,扩展食材,other_food,0,1,review,5,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛豆米""]",[],[]
4021,毛豆籽,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛豆籽""]",[],[]
4022,毛豆粒,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛豆粒""]",[],[]
4023,毛豆腐,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛豆腐""]",[],[]
4024,毛鱼,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毛鱼""]",[],[]
4025,毫克優格,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毫克優格""]",[],[]
4026,毫米水,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""毫米水""]",[],[]
4027,气豆角,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""气豆角""]",[],[]
4028,水,other_food,,扩展食材,other_food,0,1,verified,541,基础用水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""一点清水"",""凉水"",""少量水"",""少量清水"",""水"",""清水""]",[],[]
4029,水丸子,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水丸子""]",[],[]
4030,水印草,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水印草""]",[],[]
4031,水发八度笋干,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水发八度笋干""]",[],[]
4032,水发木耳,other_food,,扩展食材,other_food,0,1,review,6,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水发木耳""]",[],[]
4033,水发海参,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水发海参""]",[],[]
4034,水发玉兰片,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水发玉兰片""]",[],[]
4035,水发羊栖菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水发羊栖菜""]",[],[]
4036,水发陈皮,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水发陈皮""]",[],[]
4037,水发香菇,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水发香菇""]",[],[]
4038,水发鱼翅,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水发鱼翅""]",[],[]
4039,水怡,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水怡""]",[],[]
4040,水或高汤,seasoning,,扩展食材,seasoning,0,1,verified,3,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水或高汤""]",[],[]
4041,水晶梨,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水晶梨""]",[],[]
4042,水晶粉,other_food,,扩展食材,other_food,0,1,review,3,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水晶粉""]",[],[]
4043,水晶锅巴,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水晶锅巴""]",[],[]
4044,水果,generic,,扩展食材,generic,0,1,review,1,宽泛名称，保留原义而不猜测具体品种,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水果""]",[],[]
4045,水果椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水果椒""]",[],[]
4046,水果类,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水果类""]",[],[]
4047,水果脆瓜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水果脆瓜""]",[],[]
4048,水果萝卜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水果萝卜""]",[],[]
4049,水果酸奶奶昔,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水果酸奶奶昔""]",[],[]
4050,水果黄瓜,other_food,,扩展食材,other_food,0,1,review,3,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水果黄瓜""]",[],[]
4051,水淀粉,seasoning,,扩展食材,seasoning,0,1,verified,161,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""一些水淀粉"",""少量水淀粉"",""水淀粉""]",[],[]
4052,水淀粉.料酒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水淀粉.料酒""]",[],[]
4053,水磨年糕,processed,,扩展食材,processed,0,1,verified,3,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水磨年糕""]",[],[]
4054,水磨糯米粉,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水磨糯米粉""]",[],[]
4055,水稀释开芡粉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水稀释开芡粉""]",[],[]
4056,水笋,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水笋""]",[],[]
4057,水粉面,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水粉面""]",[],[]
4058,水紫菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水紫菜""]",[],[]
4059,水芹,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水芹""]",[],[]
4060,水蕨菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水蕨菜""]",[],[]
4061,水豆粉,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水豆粉""]",[],[]
4062,水豆腐,processed,,扩展食材,processed,0,1,verified,7,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水豆腐""]",[],[]
4063,水豆豉,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水豆豉""]",[],[]
4064,水面筋,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水面筋""]",[],[]
4065,水饺,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水饺""]",[],[]
4066,水香菇,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水香菇""]",[],[]
4067,水鸭,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""水鸭""]",[],[]
4068,永川豆豉,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""永川豆豉""]",[],[]
4069,汁,other_food,,扩展食材,other_food,0,1,review,6,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汁""]",[],[]
4070,江西米粉,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""江西米粉""]",[],[]
4071,汤,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤""]",[],[]
4072,汤勺料酒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤勺料酒""]",[],[]
4073,汤勺色拉油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤勺色拉油""]",[],[]
4074,汤匙小盐,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤匙小盐""]",[],[]
4075,汤匙胡椒粉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤匙胡椒粉""]",[],[]
4076,汤圆,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤圆""]",[],[]
4077,汤底,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤底""]",[],[]
4078,汤排骨,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤排骨""]",[],[]
4079,汤料,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤料""]",[],[]
4080,汤汁儿,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤汁儿""]",[],[]
4081,汤骨,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤骨""]",[],[]
4082,汤骨或大骨棒,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤骨或大骨棒""]",[],[]
4083,汤骨或排骨,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""汤骨或排骨""]",[],[]
4084,沉淀干水豆粉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沉淀干水豆粉""]",[],[]
4085,沙参,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙参""]",[],[]
4086,沙巴鱼,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙巴鱼""]",[],[]
4087,沙拉,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙拉""]",[],[]
4088,沙拉油,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙拉油""]",[],[]
4089,沙拉酱,seasoning,,扩展食材,seasoning,0,1,verified,8,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙拉酱""]",[],[]
4090,沙拉醋,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙拉醋""]",[],[]
4091,沙沙口感必备咸鸭蛋黄,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙沙口感必备咸鸭蛋黄""]",[],[]
4092,沙爹酱,seasoning,,扩展食材,seasoning,0,1,verified,3,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙爹酱""]",[],[]
4093,沙白,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙白""]",[],[]
4094,沙茶王,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙茶王""]",[],[]
4095,沙茶粉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙茶粉""]",[],[]
4096,沙茶酱,seasoning,,扩展食材,seasoning,0,1,verified,35,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""少量沙茶酱"",""沙茶酱""]",[],[]
4097,沙虫干,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沙虫干""]",[],[]
4098,没不放干海带,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没不放干海带""]",[],[]
4099,没也没关系蚝油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没也没关系蚝油""]",[],[]
4100,没可以熟白芝麻,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没可以熟白芝麻""]",[],[]
4101,没可以青小米辣,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没可以青小米辣""]",[],[]
4102,没就不放藤椒油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没就不放藤椒油""]",[],[]
4103,没日本米话少也要是东北大米吧白米饭,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没日本米话少也要是东北大米吧白米饭""]",[],[]
4104,没红腐乳,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没红腐乳""]",[],[]
4105,没辣椒粉,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没辣椒粉""]",[],[]
4106,没过五花肉水,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没过五花肉水""]",[],[]
4107,没过食材水,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没过食材水""]",[],[]
4108,没过鱼身水量水,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没过鱼身水量水""]",[],[]
4109,没高汤,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没高汤""]",[],[]
4110,没鸡粉加黑胡椒粉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""没鸡粉加黑胡椒粉""]",[],[]
4111,沫姜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""沫姜""]",[],[]
4112,河粉,processed,,扩展食材,processed,0,1,verified,3,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""河粉""]",[],[]
4113,河蚌,other_food,,扩展食材,other_food,0,1,review,3,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""河蚌""]",[],[]
4114,河蚌肉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""河蚌肉""]",[],[]
4115,油,seasoning,,扩展食材,seasoning,0,1,verified,1043,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""一点油"",""少量油"",""油""]",[],[]
4116,油咖喱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""一点油咖喱""]",[],[]
4117,油多放点,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油多放点""]",[],[]
4118,油多点油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油多点油""]",[],[]
4119,油带鱼,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油带鱼""]",[],[]
